case,backend,n_bus,ybus_nnz,n_pv,n_pq,runs,ok_runs,converged_runs,initialize_mean_ms,initialize_median_ms,initialize_min_ms,initialize_max_ms,initialize_std_ms,solve_mean_ms,solve_median_ms,solve_min_ms,solve_max_ms,solve_std_ms,total_mean_ms,total_median_ms,final_mismatch_median,iterations_median,first_error
case33mg,custom,33,97,0,32,10,10,10,0.7766166934743524,0.7520595099776983,0.6973270210437477,1.0359719744883478,0.09921512368912468,0.6005619943607599,0.5931020132265985,0.5819110083393753,0.6731019821017981,0.026399212086610065,1.3771786878351122,1.3488084950949997,2.1802004646076512e-13,5.0,
case34sa,cudss,34,100,0,33,10,10,10,18.337386689381674,18.32319551613182,18.277423980180174,18.435279955156147,0.04911094831238359,0.5300817254465073,0.5293525464367121,0.5200750310905278,0.5440200329758227,0.0074267242039502005,18.86746841482818,18.851495522540063,9.670891032431683e-10,4.0,
case34sa,custom,34,100,0,33,10,10,10,0.7343453937210143,0.7233459909912199,0.7020159973762929,0.7906919927336276,0.03165102308559771,0.4881072964053601,0.48619654262438416,0.4743199679069221,0.5141939618624747,0.012212367721023505,1.2224526901263744,1.2158745084889233,9.670187428589827e-10,4.0,
case38si,cudss,38,112,0,37,10,10,10,18.391239101765677,18.377637985395268,18.33748701028526,18.493028008379042,0.049934292915736596,0.6623135006520897,0.660968478769064,0.6562210037373006,0.6771499756723642,0.006139417317094017,19.053552602417767,19.040029495954514,2.1782575743145571e-13,5.0,
case38si,custom,38,112,0,37,10,10,10,0.7555725111160427,0.7659354887437075,0.6932500400580466,0.8075240184552968,0.04164157957651666,0.6180587981361896,0.6157495081424713,0.6082999752834439,0.631393981166184,0.009208738967441933,1.3736313092522323,1.390736986650154,2.1782575743145571e-13,5.0,
case39,cudss,39,131,9,29,10,10,10,18.441958900075406,18.434393510688096,18.38486600900069,18.500523001421243,0.04511744905306162,0.25770809152163565,0.2573824895080179,0.2516009844839573,0.26883400278165936,0.006059582409436077,18.69966699159704,18.698679021326825,1.0401172020539666e-12,2.0,
case39,custom,39,131,9,29,10,10,10,0.7763306144624949,0.7515140168834478,0.722985016182065,0.8305879891850054,0.04402903263380124,0.25279069086536765,0.25261298287659883,0.24789496092125773,0.2582139568403363,0.004002925073015869,1.0291213053278625,1.0047185060102493,1.0401172020539666e-12,2.0,
case4_dist,cudss,4,10,1,2,10,10,10,18.036484497133642,18.007162492722273,17.981379001867026,18.20577000034973,0.06944506503895033,0.33903170260600746,0.3379590343683958,0.3320319810882211,0.35227101761847734,0.006162564000087447,18.37551619973965,18.347320496104658,2.6862503055280484e-09,4.0,
case4_dist,custom,4,10,1,2,10,10,10,0.6647798931226134,0.6575124862138182,0.6175769958645105,0.7216919912025332,0.03128834832006627,0.3324365010485053,0.33240352058783174,0.3250099834986031,0.3405889729037881,0.005695865794517903,0.9972163941711187,0.9953659900929779,2.6862503055280484e-09,4.0,
case4gs,cudss,4,12,1,2,10,10,10,18.00576839596033,18.015648995060474,17.92200794443488,18.064815958496183,0.042534871243423346,0.37877710419707,0.37733701174147427,0.36991399247199297,0.3890300286002457,0.005786624235240055,18.3845455001574,18.39424401987344,1.0685121676345943e-09,4.0,
