case,backend,repeat,status,initialize_ms,solve_ms,total_ms,iterations,final_mismatch,converged,n_bus,ybus_nnz,n_pv,n_pq,error
case33bw,cudss,4,ok,18.29626999096945,0.5064299912191927,18.802699982188642,4,7.467510866610017e-09,True,33,97,0,32,
case33bw,custom,4,ok,0.706203980371356,0.46917900908738375,1.1753829894587398,4,7.467510693137669e-09,True,33,97,0,32,
case33bw,cudss,5,ok,18.312419997528195,0.5034530186094344,18.81587301613763,4,7.467510866610017e-09,True,33,97,0,32,
case33bw,custom,5,ok,0.6953540141694248,0.47065195394679904,1.1660059681162238,4,7.467510727832138e-09,True,33,97,0,32,
case33bw,cudss,6,ok,18.36682198336348,0.4987550200894475,18.865577003452927,4,7.467510866610017e-09,True,33,97,0,32,
case33bw,custom,6,ok,0.6849750061519444,0.46966999070718884,1.1546449968591332,4,7.467507431857534e-09,True,33,97,0,32,
case33bw,cudss,7,ok,18.27297598356381,0.5057890084572136,18.778764992021024,4,7.467510866610017e-09,True,33,97,0,32,
case33bw,custom,7,ok,0.6991109694354236,0.46053301775828004,1.1596439871937037,4,7.467507431857534e-09,True,33,97,0,32,
case33bw,cudss,8,ok,18.295538029633462,0.5022019613534212,18.797739990986884,4,7.467510866610017e-09,True,33,97,0,32,
case33bw,custom,8,ok,0.6989899557083845,0.4637989914044738,1.1627889471128583,4,7.467510693137669e-09,True,33,97,0,32,
case33bw,cudss,9,ok,18.280019983649254,0.5039540119469166,18.78397399559617,4,7.467510866610017e-09,True,33,97,0,32,
case33bw,custom,9,ok,0.6916160346008837,0.46543299686163664,1.1570490314625204,4,7.467510762526608e-09,True,33,97,0,32,
case33bw,cudss,10,ok,18.305737990885973,0.5010589957237244,18.806796986609697,4,7.467510866610017e-09,True,33,97,0,32,
case33bw,custom,10,ok,0.7832180126570165,0.47739502042531967,1.2606130330823362,4,7.467510776404396e-09,True,33,97,0,32,
case33mg,cudss,1,ok,18.264720973093063,0.6247209967114031,18.889441969804466,5,2.353950367961488e-13,True,33,97,0,32,
case33mg,custom,1,ok,0.7365600322373211,0.5886139697395265,1.3251740019768476,5,2.1802004646076512e-13,True,33,97,0,32,
case33mg,cudss,2,ok,18.288646009750664,0.6353009957820177,18.923947005532682,5,2.84744450240737e-13,True,33,97,0,32,
case33mg,custom,2,ok,0.6973270210437477,0.5885639693588018,1.2858909904025495,5,1.8819668046177185e-13,True,33,97,0,32,
case33mg,cudss,3,ok,18.345311051234603,0.6352809723466635,18.980592023581266,5,2.353950367961488e-13,True,33,97,0,32,
case33mg,custom,3,ok,0.8014420163817704,0.5943540018051863,1.3957960181869566,5,2.848277169675839e-13,True,33,97,0,32,
case33mg,cudss,4,ok,18.372602993622422,0.65572903258726,19.028332026209682,5,1.686567552283691e-13,True,33,97,0,32,
case33mg,custom,4,ok,0.7796509889885783,0.601727981120348,1.3813789701089263,5,1.6862899965275346e-13,True,33,97,0,32,
case33mg,cudss,5,ok,18.360499991104007,0.6346800364553928,18.9951800275594,5,1.686567552283691e-13,True,33,97,0,32,
case33mg,custom,5,ok,1.0359719744883478,0.6731019821017981,1.7090739565901458,5,2.1802004646076512e-13,True,33,97,0,32,
case33mg,cudss,6,ok,18.375308020040393,0.6499179871752858,19.02522600721568,5,2.84744450240737e-13,True,33,97,0,32,
case33mg,custom,6,ok,0.7132869795896113,0.5819110083393753,1.2951979879289865,5,2.1802004646076512e-13,True,33,97,0,32,
case33mg,cudss,7,ok,18.347806995734572,0.6393580115400255,18.987165007274598,5,2.84744450240737e-13,True,33,97,0,32,
case33mg,custom,7,ok,0.7675589877180755,0.6048840004950762,1.3724429882131517,5,2.1802004646076512e-13,True,33,97,0,32,
case33mg,cudss,8,ok,18.332025967538357,0.6304620183072984,18.962487985845655,5,1.686567552283691e-13,True,33,97,0,32,
case33mg,custom,8,ok,0.8058709790930152,0.5923300050199032,1.3982009841129184,5,1.8819668046177185e-13,True,33,97,0,32,
case33mg,cudss,9,ok,18.441932974383235,0.630952010396868,19.072884984780103,5,2.84744450240737e-13,True,33,97,0,32,
case33mg,custom,9,ok,0.7206809823401272,0.5938740214332938,1.314555003773421,5,2.1802004646076512e-13,True,33,97,0,32,
case33mg,cudss,10,ok,18.35762499831617,0.6287689902819693,18.986393988598138,5,2.84744450240737e-13,True,33,97,0,32,
case33mg,custom,10,ok,0.7078169728629291,0.5862590041942894,1.2940759770572186,5,2.913572161311606e-13,True,33,97,0,32,
case34sa,cudss,1,ok,18.277423980180174,0.5200750310905278,18.797499011270702,4,9.670891032431683e-10,True,34,100,0,33,
case34sa,custom,1,ok,0.7087379926815629,0.4743199679069221,1.183057960588485,4,9.67007890428917e-10,True,34,100,0,33,
case34sa,cudss,2,ok,18.31163896713406,0.5250340327620506,18.83667299989611,4,9.670891032431683e-10,True,34,100,0,33,
case34sa,custom,2,ok,0.7866739761084318,0.499947986099869,1.2866219622083008,4,9.670187428589827e-10,True,34,100,0,33,
case34sa,cudss,3,ok,18.302501004654914,0.5440200329758227,18.846521037630737,4,9.670891032431683e-10,True,34,100,0,33,
case34sa,custom,3,ok,0.728696002624929,0.4932250012643635,1.2219210038892925,4,9.670187428589827e-10,True,34,100,0,33,
case34sa,cudss,4,ok,18.339850998017937,0.5317370523698628,18.8715880503878,4,9.670891032431683e-10,True,34,100,0,33,
case34sa,custom,4,ok,0.7214120123535395,0.5141939618624747,1.2356059742160141,4,9.670187428589827e-10,True,34,100,0,33,
case34sa,cudss,5,ok,18.294315959792584,0.5333000444807112,18.827616004273295,4,9.670891032431683e-10,True,34,100,0,33,
case34sa,custom,5,ok,0.7127560093067586,0.4878450417891145,1.2006010510958731,4,9.670187428589827e-10,True,34,100,0,33,
case34sa,cudss,6,ok,18.31373298773542,0.5332390428520739,18.846972030587494,4,9.670891032431683e-10,True,34,100,0,33,
case34sa,custom,6,ok,0.7252799696289003,0.48454804345965385,1.2098280130885541,4,9.670187428589827e-10,True,34,100,0,33,
case34sa,cudss,7,ok,18.332658044528216,0.5233609699644148,18.85601901449263,4,9.670891032431683e-10,True,34,100,0,33,
case34sa,custom,7,ok,0.7020159973762929,0.47611299669370055,1.1781289940699935,4,9.670187428589827e-10,True,34,100,0,33,
case34sa,cudss,8,ok,18.382310983724892,0.5246740183793008,18.906985002104193,4,9.670891032431683e-10,True,34,100,0,33,
case34sa,custom,8,ok,0.7516689947806299,0.4816129803657532,1.233281975146383,4,9.670187428589827e-10,True,34,100,0,33,
case34sa,cudss,9,ok,18.435279955156147,0.5269680405035615,18.96224799565971,4,9.670891032431683e-10,True,34,100,0,33,
case34sa,custom,9,ok,0.7155209896154702,0.4782159812748432,1.1937369708903134,4,9.670187428589827e-10,True,34,100,0,33,
case34sa,cudss,10,ok,18.384154012892395,0.5384089890867472,18.922563001979142,4,9.670891032431683e-10,True,34,100,0,33,
case34sa,custom,10,ok,0.7906919927336276,0.49105100333690643,1.281742996070534,4,9.670187428589827e-10,True,34,100,0,33,
case38si,cudss,1,ok,18.349390011280775,0.656510004773736,19.00590001605451,5,8.359979375427429e-14,True,38,112,0,37,
case38si,custom,1,ok,0.7242080173455179,0.6111559923738241,1.335364009719342,5,2.1782575743145571e-13,True,38,112,0,37,
case38si,cudss,2,ok,18.33748701028526,0.6616599857807159,18.999146996065974,5,8.359979375427429e-14,True,38,112,0,37,
case38si,custom,2,ok,0.8075240184552968,0.6305120186880231,1.4380360371433198,5,2.1782575743145571e-13,True,38,112,0,37,
case38si,cudss,3,ok,18.376590975094587,0.6620910135097802,19.038681988604367,5,2.3554769246203477e-13,True,38,112,0,37,
case38si,custom,3,ok,0.7791300304234028,0.631393981166184,1.4105240115895867,5,2.1782575743145571e-13,True,38,112,0,37,
case38si,cudss,4,ok,18.36170197930187,0.6595970480702817,19.02129902737215,5,2.1782575743145571e-13,True,38,112,0,37,
case38si,custom,4,ok,0.7966739940457046,0.6096829893067479,1.4063569833524525,5,2.1782575743145571e-13,True,38,112,0,37,
case38si,cudss,5,ok,18.42552301241085,0.6593759753741324,19.08489898778498,5,8.359979375427429e-14,True,38,112,0,37,
case38si,custom,5,ok,0.7968940190039575,0.618689984548837,1.4155840035527945,5,2.1782575743145571e-13,True,38,112,0,37,
case38si,cudss,6,ok,18.493028008379042,0.6562210037373006,19.149249012116343,5,2.1782575743145571e-13,True,38,112,0,37,
case38si,custom,6,ok,0.7724280003458261,0.6230879807844758,1.395515981130302,5,2.1782575743145571e-13,True,38,112,0,37,
case38si,cudss,7,ok,18.381791014689952,0.660276971757412,19.042067986447364,5,2.4234780848786386e-13,True,38,112,0,37,
case38si,custom,7,ok,0.7594429771415889,0.6265150150284171,1.385957992170006,5,2.1782575743145571e-13,True,38,112,0,37,
case38si,cudss,8,ok,18.37868499569595,0.6626920076087117,19.04137700330466,5,2.1782575743145571e-13,True,38,112,0,37,
case38si,custom,8,ok,0.722535012755543,0.6082999752834439,1.330834988038987,5,2.1782575743145571e-13,True,38,112,0,37,
case38si,cudss,9,ok,18.356141983531415,0.6675610202364624,19.023703003767878,5,2.1782575743145571e-13,True,38,112,0,37,
case38si,custom,9,ok,0.6932500400580466,0.6084410124458373,1.3016910525038838,5,2.1782575743145571e-13,True,38,112,0,37,
case38si,cudss,10,ok,18.452052026987076,0.6771499756723642,19.12920200265944,5,2.1782575743145571e-13,True,38,112,0,37,
case38si,custom,10,ok,0.7036390015855432,0.6128090317361057,1.3164480333216488,5,2.1782575743145571e-13,True,38,112,0,37,
case39,cudss,1,ok,18.405925016850233,0.2523529692552984,18.65827798610553,2,1.0401172020539666e-12,True,39,131,9,29,
case39,custom,1,ok,0.8253070409409702,0.2582139568403363,1.0835209977813065,2,1.0401172020539666e-12,True,39,131,9,29,
case39,cudss,2,ok,18.487347988411784,0.2519320114515722,18.739279999863356,2,1.0401172020539666e-12,True,39,131,9,29,
case39,custom,2,ok,0.8269710233435035,0.25604997063055634,1.0830209939740598,2,1.0401172020539666e-12,True,39,131,9,29,
case39,cudss,3,ok,18.42544204555452,0.26883400278165936,18.694276048336178,2,1.0401172020539666e-12,True,39,131,9,29,
case39,custom,3,ok,0.722985016182065,0.24789496092125773,0.9708799771033227,2,1.0401172020539666e-12,True,39,131,9,29,
case39,cudss,4,ok,18.485814973246306,0.260368047747761,18.746183020994067,2,1.0401172020539666e-12,True,39,131,9,29,
case39,custom,4,ok,0.7466800161637366,0.25758298579603434,1.004263001959771,2,1.0401172020539666e-12,True,39,131,9,29,
case39,cudss,5,ok,18.500523001421243,0.26272295508533716,18.76324595650658,2,1.0401172020539666e-12,True,39,131,9,29,
case39,custom,5,ok,0.8229630184359848,0.2535849926061928,1.0765480110421777,2,1.0401172020539666e-12,True,39,131,9,29,
case39,cudss,6,ok,18.38768197922036,0.2516009844839573,18.639282963704318,2,1.0401172020539666e-12,True,39,131,9,29,
case39,custom,6,ok,0.7535330369137228,0.25164097314700484,1.0051740100607276,2,1.0401172020539666e-12,True,39,131,9,29,
case39,cudss,7,ok,18.410463992040604,0.2550279605202377,18.665491952560842,2,1.0401172020539666e-12,True,39,131,9,29,
case39,custom,7,ok,0.7354289991781116,0.24803500855341554,0.9834640077315271,2,1.0401172020539666e-12,True,39,131,9,29,
case39,cudss,8,ok,18.38486600900069,0.25162199744954705,18.636488006450236,2,1.0401172020539666e-12,True,39,131,9,29,
case39,custom,8,ok,0.8305879891850054,0.25583902606740594,1.0864270152524114,2,1.0401172020539666e-12,True,39,131,9,29,
case39,cudss,9,ok,18.488179019186646,0.2628829679451883,18.751061987131834,2,1.0401172020539666e-12,True,39,131,9,29,
case39,custom,9,ok,0.7494949968531728,0.2484960132278502,0.997991010081023,2,1.0401172020539666e-12,True,39,131,9,29,
case39,cudss,10,ok,18.443344975821674,0.2597370184957981,18.703081994317472,2,1.0401172020539666e-12,True,39,131,9,29,
case39,custom,10,ok,0.7493550074286759,0.2505690208636224,0.9999240282922983,2,1.0401172020539666e-12,True,39,131,9,29,
case4_dist,cudss,1,ok,17.997729999478906,0.33467699540778995,18.332406994886696,4,2.6862503055280484e-09,True,4,10,1,2,
case4_dist,custom,1,ok,0.6454390240833163,0.3250099834986031,0.9704490075819194,4,2.6862503055280484e-09,True,4,10,1,2,
case4_dist,cudss,2,ok,17.989103973377496,0.33886602614074945,18.327969999518245,4,2.6862503055280484e-09,True,4,10,1,2,
case4_dist,custom,2,ok,0.6175769958645105,0.33101101871579885,0.9485880145803094,4,2.6862503055280484e-09,True,4,10,1,2,
case4_dist,cudss,3,ok,18.092877988237888,0.35227101761847734,18.445149005856365,4,2.6862503055280484e-09,True,4,10,1,2,
case4_dist,custom,3,ok,0.6600369815714657,0.3352490020915866,0.9952859836630523,4,2.6862503055280484e-09,True,4,10,1,2,
case4_dist,cudss,4,ok,17.981379001867026,0.33945601899176836,18.320835020858794,4,2.6862503055280484e-09,True,4,10,1,2,
case4_dist,custom,4,ok,0.6549879908561707,0.3404580056667328,0.9954459965229034,4,2.6862503055280484e-09,True,4,10,1,2,
case4_dist,cudss,5,ok,18.00318999448791,0.33705204259604216,18.340242037083954,4,2.6862503055280484e-09,True,4,10,1,2,
case4_dist,custom,5,ok,0.6854449748061597,0.33269403502345085,1.0181390098296106,4,2.6862503055280484e-09,True,4,10,1,2,
case4_dist,cudss,6,ok,17.992870998568833,0.3334250068292022,18.326296005398035,4,2.6862503055280484e-09,True,4,10,1,2,
case4_dist,custom,6,ok,0.6527939694933593,0.33549900399520993,0.9882929734885693,4,2.6862503055280484e-09,True,4,10,1,2,
case4_dist,cudss,7,ok,18.06741999462247,0.3349279868416488,18.402347981464118,4,2.6862503055280484e-09,True,4,10,1,2,
case4_dist,custom,7,ok,0.7216919912025332,0.3321130061522126,1.0538049973547459,4,2.6862503055280484e-09,True,4,10,1,2,
case4_dist,cudss,8,ok,18.011134990956634,0.3432639641687274,18.35439895512536,4,2.6862503055280484e-09,True,4,10,1,2,
case4_dist,custom,8,ok,0.7061240030452609,0.32546999864280224,1.0315940016880631,4,2.6862503055280484e-09,True,4,10,1,2,
case4_dist,cudss,9,ok,18.20577000034973,0.34434598637744784,18.550115986727178,4,2.6862503055280484e-09,True,4,10,1,2,
case4_dist,custom,9,ok,0.6627319962717593,0.3405889729037881,1.0033209691755474,4,2.6862503055280484e-09,True,4,10,1,2,
case4_dist,cudss,10,ok,18.02336802938953,0.3320319810882211,18.35540001047775,4,2.6862503055280484e-09,True,4,10,1,2,
case4_dist,custom,10,ok,0.6409710040315986,0.326271983794868,0.9672429878264666,4,2.6862503055280484e-09,True,4,10,1,2,
case4gs,cudss,1,ok,18.00862100208178,0.38471102016046643,18.393332022242248,4,1.0685121676345943e-09,True,4,12,1,2,
case4gs,custom,1,ok,0.671719026286155,0.3514889976941049,1.02320802398026,4,1.0685121676345943e-09,True,4,12,1,2,
case4gs,cudss,2,ok,18.022676988039166,0.3890300286002457,18.41170701663941,4,1.0685121676345943e-09,True,4,12,1,2,
case4gs,custom,2,ok,0.652143033221364,0.3466400085017085,0.9987830417230725,4,1.0685121676345943e-09,True,4,12,1,2,
case4gs,cudss,3,ok,18.02669500466436,0.38465100806206465,18.411346012726426,4,1.0685121676345943e-09,True,4,12,1,2,
case4gs,custom,3,ok,0.7119450019672513,0.3628699923865497,1.074814994353801,4,1.0685121676345943e-09,True,4,12,1,2,
case4gs,cudss,4,ok,18.064815958496183,0.3773270291276276,18.44214298762381,4,1.0685121676345943e-09,True,4,12,1,2,
case4gs,custom,4,ok,0.6898430292494595,0.3519699675962329,1.0418129968456924,4,1.0685121676345943e-09,True,4,12,1,2,
case4gs,cudss,5,ok,17.95593200949952,0.37734699435532093,18.33327900385484,4,1.0685121676345943e-09,True,4,12,1,2,
case4gs,custom,5,ok,0.6390580092556775,0.33509801141917706,0.9741560206748545,4,1.0685121676345943e-09,True,4,12,1,2,
case4gs,cudss,6,ok,17.982211022172123,0.37336995592340827,18.35558097809553,4,1.0685121676345943e-09,True,4,12,1,2,
case4gs,custom,6,ok,0.6532550323754549,0.3434129757806659,0.9966680081561208,4,1.0685121676345943e-09,True,4,12,1,2,
case4gs,cudss,7,ok,17.92200794443488,0.3772370400838554,18.299244984518737,4,1.0685121676345943e-09,True,4,12,1,2,
case4gs,custom,7,ok,0.7349879597313702,0.3502460313029587,1.085233991034329,4,1.0685121676345943e-09,True,4,12,1,2,
case4gs,cudss,8,ok,18.02524202503264,0.36991399247199297,18.395156017504632,4,1.0685121676345943e-09,True,4,12,1,2,
case4gs,custom,8,ok,0.5993439699523151,0.3297980292700231,0.9291419992223382,4,1.0685121676345943e-09,True,4,12,1,2,
case4gs,cudss,9,ok,18.04608100792393,0.37889997474849224,18.424980982672423,4,1.0685121676345943e-09,True,4,12,1,2,
case4gs,custom,9,ok,0.6972969858907163,0.3477719728834927,1.045068958774209,4,1.0685121676345943e-09,True,4,12,1,2,
case4gs,cudss,10,ok,18.003400997258723,0.3752839984372258,18.37868499569595,4,1.0685121676345943e-09,True,4,12,1,2,
case4gs,custom,10,ok,0.6319140084087849,0.3327939775772393,0.9647079859860241,4,1.0685121676345943e-09,True,4,12,1,2,
case5,cudss,1,ok,18.011886975727975,0.36049599293619394,18.37238296866417,4,6.415434850026713e-11,True,5,17,3,1,
case5,custom,1,ok,0.6985499639995396,0.3603850491344929,1.0589350131340325,4,6.415434850026713e-11,True,5,17,3,1,
case5,cudss,2,ok,18.042333947960287,0.37720700493082404,18.41954095289111,4,6.415434850026713e-11,True,5,17,3,1,
case5,custom,2,ok,0.6192710134200752,0.33579900627955794,0.9550700196996331,4,6.415434850026713e-11,True,5,17,3,1,
case5,cudss,3,ok,18.038336012978107,0.37476298166438937,18.413098994642496,4,6.415434850026713e-11,True,5,17,3,1,
case5,custom,3,ok,0.7526109693571925,0.34449598751962185,1.0971069568768144,4,6.415434850026713e-11,True,5,17,3,1,
case5,cudss,4,ok,18.25347897829488,0.37981203058734536,18.633291008882225,4,6.415434850026713e-11,True,5,17,3,1,
case5,custom,4,ok,0.6433359812945127,0.33564900513738394,0.9789849864318967,4,6.415434850026713e-11,True,5,17,3,1,
case5,cudss,5,ok,17.98554800916463,0.3634910099208355,18.349039019085467,4,6.415434850026713e-11,True,5,17,3,1,
case5,custom,5,ok,0.6095229764468968,0.3363009891472757,0.9458239655941725,4,6.415434850026713e-11,True,5,17,3,1,
case5,cudss,6,ok,17.996146983932704,0.3689420409500599,18.365089024882764,4,6.415434850026713e-11,True,5,17,3,1,
case5,custom,6,ok,0.6360920378938317,0.3464999608695507,0.9825919987633824,4,6.415434850026713e-11,True,5,17,3,1,
case5,cudss,7,ok,17.97164196614176,0.36079599522054195,18.332437961362302,4,6.415434850026713e-11,True,5,17,3,1,
case5,custom,7,ok,0.6372149800881743,0.33361499663442373,0.9708299767225981,4,6.415434850026713e-11,True,5,17,3,1,
case5,cudss,8,ok,18.050649028737098,0.36350201116874814,18.414151039905846,4,6.415434850026713e-11,True,5,17,3,1,
case5,custom,8,ok,0.6384469452314079,0.3364710137248039,0.9749179589562118,4,6.415434850026713e-11,True,5,17,3,1,
case5,cudss,9,ok,17.97271304531023,0.3706349525600672,18.343347997870296,4,6.415434850026713e-11,True,5,17,3,1,
case5,custom,9,ok,0.6639540079049766,0.342972984071821,1.0069269919767976,4,6.415434850026713e-11,True,5,17,3,1,
case5,cudss,10,ok,17.97047897707671,0.3587829996831715,18.32926197675988,4,6.415434850026713e-11,True,5,17,3,1,
case5,custom,10,ok,0.6332570337690413,0.3375329542905092,0.9707899880595505,4,6.415434850026713e-11,True,5,17,3,1,
case51ga,cudss,1,ok,18.53392500197515,0.6745650316588581,19.208490033634007,5,1.8159085346525217e-13,True,51,151,0,50,
case51ga,custom,1,ok,0.7383250049315393,0.6243099924176931,1.3626349973492324,5,1.8164636461648342e-13,True,51,151,0,50,
