snapshot,solver,success,iterations,estimated_error,setup_sec,solve_sec,rhs_inf,residual_inf,relative_residual_inf,x_inf,direct_residual_inf,x_delta_direct_inf
/workspace/exp/20260413/iterative/pf_dumps/case588_sdet/cuda_mixed_edge/iter_000,bicgstab_ilu0,true,51,9.37186546450977250e-04,3.93820000000000021e-04,2.12447100000000017e-03,1.51451597213745117e+01,1.41938399339868182e-02,9.37186546402340916e-04,1.11947283867460312e+00,1.04541699688720513e-03,1.48269771463870326e-02
/workspace/exp/20260413/iterative/pf_dumps/case5_pjm/cuda_mixed_edge/iter_000,bicgstab_ilu0,true,2,5.75393555628807827e-04,1.54999999999999998e-06,1.72000000000000005e-06,3.00000000000000000e+00,1.72618066688556837e-03,5.75393555628522790e-04,4.16681453841077562e-02,2.52769706721167609e-07,3.60510987890486079e-05
/workspace/exp/20260413/iterative/pf_dumps/case60_c/cuda_mixed_edge/iter_000,bicgstab_ilu0,true,21,5.08154294763594311e-04,4.65899999999999995e-05,7.09899999999999962e-05,2.25499992370605469e+01,1.14588789592025009e-02,5.08154294762459477e-04,7.15901605294954613e-01,2.04391561824390777e-05,1.66274038745306552e-04
/workspace/exp/20260413/iterative/pf_dumps/case6468_rte/cuda_mixed_edge/iter_000,bicgstab_ilu0,false,1000,1.41064059064793756e+00,6.06873200000000029e-03,8.77740819000000005e-01,5.83509643554687500e+02,8.23122388230544061e+02,1.41064059064415392e+00,1.31324842099805430e+01,3.57240149710378319e-02,1.79839335231733912e+01
/workspace/exp/20260413/iterative/pf_dumps/case6470_rte/cuda_mixed_edge/iter_000,bicgstab_ilu0,false,1000,3.99319480069416155e+00,6.26809299999999976e-03,8.67451364000000003e-01,5.83509643554687500e+02,2.33006767479443988e+03,3.99319480068894883e+00,1.77596810996072243e+01,1.95835539036681605e-01,7.83623747199556533e+01
/workspace/exp/20260413/iterative/pf_dumps/case6495_rte/cuda_mixed_edge/iter_000,bicgstab_ilu0,false,1000,4.17800687624290479e+00,5.96706200000000041e-03,8.65450642999999964e-01,5.83509643554687500e+02,2.43790730312800588e+03,4.17800687624714673e+00,1.16774307301366527e+01,3.92900695370530850e-01,1.30049508834907556e+02
/workspace/exp/20260413/iterative/pf_dumps/case6515_rte/cuda_mixed_edge/iter_000,bicgstab_ilu0,false,1000,6.27990203053969687e+00,5.99354200000000014e-03,8.67824871000000053e-01,5.83509643554687500e+02,3.66438339539827894e+03,6.27990203053918616e+00,9.13863518824322796e+01,5.89725303567323778e-01,1.54301861413174862e+02
/workspace/exp/20260413/iterative/pf_dumps/case7336_epigrids/cuda_mixed_edge/iter_000,bicgstab_ilu0,true,126,6.07889803530890283e-04,6.35339200000000024e-03,1.29156554000000007e-01,2.63430004119873047e+01,1.60136413459428945e-02,6.07889803572106879e-04,2.81412164410261800e+00,1.19295583626666257e-03,8.96538459021445355e-03
/workspace/exp/20260413/iterative/pf_dumps/case73_ieee_rts/cuda_mixed_edge/iter_000,bicgstab_ilu0,true,12,4.00011721084693450e-04,4.78599999999999992e-05,4.81700000000000013e-05,4.54300022125244141e+00,1.81725333741229950e-03,4.00011721089308736e-04,1.39603884905514586e+00,1.31234296709692444e-05,1.20433187239710193e-03
/workspace/exp/20260413/iterative/pf_dumps/case78484_epigrids/cuda_mixed_edge/iter_000,bicgstab_ilu0,true,705,5.35936993132383284e-04,1.04372283999999996e-01,8.22291679699999989e+00,3.40135002136230469e+01,1.82290930302234956e-02,5.35936993127287750e-04,1.99230275123209175e+01,1.13694757587456730e-01,6.86314137421550896e-02
/workspace/exp/20260413/iterative/pf_dumps/case793_goc/cuda_mixed_edge/iter_000,bicgstab_ilu0,true,69,9.94757310911511356e-04,5.37880000000000020e-04,4.98868200000000036e-03,6.59876012802124023e+00,6.56416488010727085e-03,9.94757310882227273e-04,1.50578413283042223e+00,3.30206226175189244e-04,6.96662796032784803e-03
/workspace/exp/20260413/iterative/pf_dumps/case8387_pegase/cuda_mixed_edge/iter_000,bicgstab_ilu0,true,93,5.81503697327158614e-04,9.40339299999999947e-03,1.07728365000000006e-01,2.24051782226562500e+03,1.30286939757206710e+00,5.81503697325914492e-04,5.56487175828805647e+00,4.13284562268358968e-02,4.60060121453253767e+00
/workspace/exp/20260413/iterative/pf_dumps/case89_pegase/cuda_mixed_edge/iter_000,bicgstab_ilu0,true,14,4.43330225156485388e-04,1.82880000000000011e-04,1.18079999999999994e-04,1.34734487533569336e+01,5.97318706949767630e-03,4.43330225159274552e-04,5.48054598269417825e-01,6.39233287651475024e-05,2.39522387797865693e-04
/workspace/exp/20260413/iterative/pf_dumps/case9241_pegase/cuda_mixed_edge/iter_000,bicgstab_ilu0,false,1000,3.21470676486336829e-03,1.09332040000000002e-02,1.33122832299999994e+00,2.85812129974365234e+01,9.18802187885208177e-02,3.21470676548128460e-03,3.48608066949198125e+00,5.42604259680956602e-03,1.24766700958313548e-01
