case,iterative_solved,iterative_success_flag,iterative_iterations,iterative_relative_residual_inf,iterative_residual_inf,setup_sec,solve_sec,total_sec,newton_converged,newton_iterations,newton_final_mismatch,n_bus,n_pv,n_pq,snapshot
case1803_snem,true,true,845,9.84590736034648842e-04,1.90637565254470953e-01,1.47383999999999992e-03,1.66508709000000005e-01,1.67982549000000009e-01,false,10,9.944363391346e+02,1803,227,1575,/workspace/exp/20260413/iterative/pf_dumps/case1803_snem/cuda_mixed_edge/iter_000
case1888_rte,false,false,1000,1.03074907819389772e+01,6.01452027211243967e+03,1.69986000000000009e-03,2.08695633999999991e-01,2.10395493999999988e-01,false,10,2.781504011914e+05,1888,271,1616,/workspace/exp/20260413/iterative/pf_dumps/case1888_rte/cuda_mixed_edge/iter_000
case19402_goc,true,true,161,7.40278460539629791e-04,2.44210449599835469e-02,2.23309180000000017e-02,4.52631170000000027e-01,4.74962088000000004e-01,false,10,4.389168873441e+08,19402,384,19017,/workspace/exp/20260413/iterative/pf_dumps/case19402_goc/cuda_mixed_edge/iter_000
case1951_rte,false,false,1000,1.66482737598513797e+00,9.71442828741173571e+02,1.71822100000000003e-03,2.09935723999999990e-01,2.11653944999999982e-01,false,10,2.361651352661e+08,1951,348,1602,/workspace/exp/20260413/iterative/pf_dumps/case1951_rte/cuda_mixed_edge/iter_000
case197_snem,true,true,16,5.15528657373105835e-04,2.51268818834096685e-03,1.56949999999999993e-04,2.08530000000000011e-04,3.65480000000000004e-04,true,5,3.936287164903e-11,197,34,162,/workspace/exp/20260413/iterative/pf_dumps/case197_snem/cuda_mixed_edge/iter_000
case2000_goc,true,true,62,9.84438492436089541e-04,2.17745166086912578e-02,1.86665099999999999e-03,1.63891460000000003e-02,1.82557970000000007e-02,false,10,1.225911853992e+04,2000,177,1822,/workspace/exp/20260413/iterative/pf_dumps/case2000_goc/cuda_mixed_edge/iter_000
case200_activ,true,true,26,6.92254342389751320e-04,2.00864511959958358e-03,1.63580000000000003e-04,3.29899999999999996e-04,4.93480000000000025e-04,true,5,1.146507041354e-11,200,37,162,/workspace/exp/20260413/iterative/pf_dumps/case200_activ/cuda_mixed_edge/iter_000
case20758_epigrids,true,true,320,7.03801551106311837e-04,3.76889940367918785e-02,1.98988759999999994e-02,9.51037943999999968e-01,9.70936819999999923e-01,false,10,1.075253924032e+03,20758,766,19991,/workspace/exp/20260413/iterative/pf_dumps/case20758_epigrids/cuda_mixed_edge/iter_000
case2312_goc,true,true,75,7.14312794314573467e-04,1.37815618415368102e-02,1.83880000000000003e-03,2.10360380000000000e-02,2.28748380000000015e-02,true,6,1.803049656282e-11,2312,219,2092,/workspace/exp/20260413/iterative/pf_dumps/case2312_goc/cuda_mixed_edge/iter_000
case2383wp_k,true,true,99,9.87847588235449313e-04,5.47287343896441306e-03,1.67482999999999998e-03,2.78625499999999998e-02,2.95373799999999985e-02,true,6,2.835344349095e-11,2383,326,2056,/workspace/exp/20260413/iterative/pf_dumps/case2383wp_k/cuda_mixed_edge/iter_000
case240_pserc,true,true,166,1.79917197501237673e-04,1.61997158018856169e-02,2.36259999999999991e-04,2.50925100000000010e-03,2.74551099999999996e-03,false,10,5.726659603820e+06,240,52,187,/workspace/exp/20260413/iterative/pf_dumps/case240_pserc/cuda_mixed_edge/iter_000
case24464_goc,true,true,318,6.27760288413893564e-04,2.01050060276779519e-02,2.69091389999999986e-02,1.09129246999999996e+00,1.11820160899999999e+00,false,10,3.131950614855e+13,24464,682,23781,/workspace/exp/20260413/iterative/pf_dumps/case24464_goc/cuda_mixed_edge/iter_000
case24_ieee_rts,true,true,6,1.74413321331830338e-04,7.92359757399878351e-04,2.10600000000000017e-05,1.23600000000000002e-05,3.34200000000000019e-05,true,5,1.684667753152e-10,24,10,13,/workspace/exp/20260413/iterative/pf_dumps/case24_ieee_rts/cuda_mixed_edge/iter_000
case2736sp_k,true,true,70,7.71632162033306979e-04,6.92186890454227211e-03,1.98449100000000012e-03,2.28217479999999993e-02,2.48062390000000008e-02,true,5,2.571772017568e-09,2736,233,2502,/workspace/exp/20260413/iterative/pf_dumps/case2736sp_k/cuda_mixed_edge/iter_000
case2737sop_k,true,true,80,8.99786913905814057e-04,5.53301556589831482e-03,2.00548099999999993e-03,2.59604090000000003e-02,2.79658900000000002e-02,true,5,1.233647714864e-11,2737,192,2544,/workspace/exp/20260413/iterative/pf_dumps/case2737sop_k/cuda_mixed_edge/iter_000
case2742_goc,true,true,38,5.96989947623761930e-04,5.73856450513185873e-02,2.64015099999999987e-03,1.38560950000000006e-02,1.64962459999999991e-02,false,10,5.650369283220e+03,2742,50,2691,/workspace/exp/20260413/iterative/pf_dumps/case2742_goc/cuda_mixed_edge/iter_000
case2746wop_k,true,true,70,9.84790374847803766e-04,9.14061066218791254e-03,1.91030999999999992e-03,2.28290090000000008e-02,2.47393189999999992e-02,true,5,1.036131999784e-09,2746,349,2396,/workspace/exp/20260413/iterative/pf_dumps/case2746wop_k/cuda_mixed_edge/iter_000
case2746wp_k,true,true,80,9.91261949268480670e-04,9.22387140991304255e-03,1.88594000000000001e-03,2.58557290000000009e-02,2.77416690000000001e-02,true,5,5.858362239386e-09,2746,363,2382,/workspace/exp/20260413/iterative/pf_dumps/case2746wp_k/cuda_mixed_edge/iter_000
case2848_rte,false,false,1000,3.20654067365608655e-02,1.55637037381818004e+01,2.59885100000000011e-03,3.39674868000000019e-01,3.42273719000000032e-01,false,10,2.374327585249e+06,2848,369,2478,/workspace/exp/20260413/iterative/pf_dumps/case2848_rte/cuda_mixed_edge/iter_000
case2853_sdet,true,true,267,4.29003386832375226e-04,1.22318734771642568e-02,2.18544999999999981e-03,8.56589700000000009e-02,8.78444200000000064e-02,false,10,1.616364543680e+08,2853,798,2054,/workspace/exp/20260413/iterative/pf_dumps/case2853_sdet/cuda_mixed_edge/iter_000
case2868_rte,false,false,1000,2.18646048571957419e+00,1.06125032233507591e+03,2.55884000000000016e-03,3.36778096999999998e-01,3.39336937000000005e-01,false,10,1.264244973030e+07,2868,412,2455,/workspace/exp/20260413/iterative/pf_dumps/case2868_rte/cuda_mixed_edge/iter_000
case2869_pegase,true,true,115,9.98177117438569335e-04,2.66180405994305147e-02,2.75559000000000004e-03,4.31731549999999978e-02,4.59287450000000000e-02,true,6,8.506317872303e-11,2869,509,2359,/workspace/exp/20260413/iterative/pf_dumps/case2869_pegase/cuda_mixed_edge/iter_000
case30000_goc,true,true,388,9.95171977618585033e-04,6.68686142594307198e-02,2.37481579999999984e-02,1.46332171300000002e+00,1.48706987100000010e+00,false,10,1.328386150549e+01,30000,2277,27722,/workspace/exp/20260413/iterative/pf_dumps/case30000_goc/cuda_mixed_edge/iter_000
case300_ieee,true,true,30,2.13662422156786892e-04,3.73888658573573451e-03,2.43650000000000013e-04,5.71659999999999985e-04,8.15309999999999971e-04,false,10,5.408878852085e+04,300,68,231,/workspace/exp/20260413/iterative/pf_dumps/case300_ieee/cuda_mixed_edge/iter_000
case3012wp_k,true,true,95,4.04702931846839819e-04,1.10109420810182712e-02,2.10293100000000016e-03,3.41155419999999987e-02,3.62184730000000010e-02,true,7,8.687808083898e-12,3012,297,2714,/workspace/exp/20260413/iterative/pf_dumps/case3012wp_k/cuda_mixed_edge/iter_000
case3022_goc,true,true,112,7.99402969795735201e-04,1.84578655290657534e-02,2.67750100000000010e-03,4.43449750000000018e-02,4.70224760000000006e-02,false,10,3.528715899914e+09,3022,318,2703,/workspace/exp/20260413/iterative/pf_dumps/case3022_goc/cuda_mixed_edge/iter_000
case30_as,true,true,6,8.22866458994286594e-04,9.16878219765798752e-04,2.83399999999999997e-05,1.54699999999999993e-05,4.38100000000000024e-05,true,5,1.017796957825e-12,30,2,27,/workspace/exp/20260413/iterative/pf_dumps/case30_as/cuda_mixed_edge/iter_000
case30_ieee,true,true,6,6.88038491864737824e-04,6.48132239979726243e-04,2.91599999999999986e-05,1.48500000000000001e-05,4.40100000000000005e-05,true,5,2.601446840299e-13,30,5,24,/workspace/exp/20260413/iterative/pf_dumps/case30_ieee/cuda_mixed_edge/iter_000
case3120sp_k,true,true,86,9.16396081639414290e-04,2.52684340873284424e-02,2.22678100000000016e-03,3.20747809999999967e-02,3.43015619999999938e-02,true,6,5.802414659282e-12,3120,247,2872,/workspace/exp/20260413/iterative/pf_dumps/case3120sp_k/cuda_mixed_edge/iter_000
case3375wp_k,true,true,96,9.81649712722337982e-04,2.67082031783365537e-02,2.43383100000000002e-03,3.90814130000000023e-02,4.15152439999999998e-02,true,6,6.197135079120e-11,3374,391,2982,/workspace/exp/20260413/iterative/pf_dumps/case3375wp_k/cuda_mixed_edge/iter_000
case3970_goc,true,true,58,4.58641348609154593e-04,7.24974387094717843e-03,3.48867100000000005e-03,3.03373810000000001e-02,3.38260520000000023e-02,true,6,6.290856724434e-12,3970,122,3847,/workspace/exp/20260413/iterative/pf_dumps/case3970_goc/cuda_mixed_edge/iter_000
case39_epri,true,true,9,7.50989463336121290e-04,6.23836789194509578e-03,2.94799999999999990e-05,2.54099999999999990e-05,5.48899999999999979e-05,false,10,1.352689202441e+03,39,9,29,/workspace/exp/20260413/iterative/pf_dumps/case39_epri/cuda_mixed_edge/iter_000
case3_lmbd,true,true,1,9.97953323335981286e-17,8.88178419700125232e-16,5.40000000000000018e-07,6.99999999999999968e-07,1.23999999999999999e-06,false,10,9.718034879158e+00,3,2,0,/workspace/exp/20260413/iterative/pf_dumps/case3_lmbd/cuda_mixed_edge/iter_000
case4020_goc,true,true,56,9.90934812966023882e-04,1.40757337473419349e-02,3.95006100000000037e-03,3.12537410000000015e-02,3.52038019999999993e-02,false,10,1.359389906036e+01,4020,88,3931,/workspace/exp/20260413/iterative/pf_dumps/case4020_goc/cuda_mixed_edge/iter_000
case4601_goc,true,true,59,4.78092963487819478e-04,7.55721555045071880e-03,3.97008100000000030e-03,3.67483820000000030e-02,4.07184630000000033e-02,true,6,2.846984870075e-10,4601,132,4468,/workspace/exp/20260413/iterative/pf_dumps/case4601_goc/cuda_mixed_edge/iter_000
case4619_goc,true,true,75,8.19676973266906389e-04,2.07708350684315465e-02,5.28914200000000015e-03,4.99611969999999989e-02,5.52503389999999955e-02,true,6,1.190209993063e-09,4619,129,4489,/workspace/exp/20260413/iterative/pf_dumps/case4619_goc/cuda_mixed_edge/iter_000
case4661_sdet,true,true,151,8.89609515760097797e-04,3.65133015041602463e-02,3.52104099999999993e-03,8.86555499999999996e-02,9.21765910000000022e-02,false,10,1.035818863952e+04,4661,630,4030,/workspace/exp/20260413/iterative/pf_dumps/case4661_sdet/cuda_mixed_edge/iter_000
case4837_goc,true,true,109,8.68588836920767605e-04,1.56345990645738175e-02,4.12920099999999988e-03,6.96092340000000059e-02,7.37384350000000049e-02,false,10,5.533659467606e+07,4837,149,4687,/workspace/exp/20260413/iterative/pf_dumps/case4837_goc/cuda_mixed_edge/iter_000
case4917_goc,true,true,144,8.66968328582609009e-04,2.07999110826678768e-02,4.08937199999999997e-03,9.52122920000000039e-02,9.93016639999999978e-02,false,10,3.550286638140e+10,4917,552,4364,/workspace/exp/20260413/iterative/pf_dumps/case4917_goc/cuda_mixed_edge/iter_000
case500_goc,true,true,28,5.91163500156995591e-04,1.46188247442053942e-02,4.11561000000000012e-04,1.00814000000000003e-03,1.41970099999999999e-03,false,10,2.554613215887e+01,500,112,387,/workspace/exp/20260413/iterative/pf_dumps/case500_goc/cuda_mixed_edge/iter_000
case5658_epigrids,true,true,81,2.16825362754535935e-04,5.78663522164019062e-03,5.32753200000000027e-03,6.42344819999999955e-02,6.95620139999999915e-02,true,5,5.539486284691e-10,5658,104,5553,/workspace/exp/20260413/iterative/pf_dumps/case5658_epigrids/cuda_mixed_edge/iter_000
case57_ieee,true,true,7,6.74049489938233454e-04,2.89504261071060753e-03,4.52100000000000025e-05,3.17600000000000008e-05,7.69700000000000034e-05,true,5,4.405632109128e-12,57,6,50,/workspace/exp/20260413/iterative/pf_dumps/case57_ieee/cuda_mixed_edge/iter_000
case588_sdet,true,true,51,9.37186546402340916e-04,1.41938399339868182e-02,3.93820000000000021e-04,2.12447100000000017e-03,2.51829100000000019e-03,true,6,5.156487433125e-12,588,80,507,/workspace/exp/20260413/iterative/pf_dumps/case588_sdet/cuda_mixed_edge/iter_000
case5_pjm,true,true,2,5.75393555628522790e-04,1.72618066688556837e-03,1.54999999999999998e-06,1.72000000000000005e-06,3.27000000000000003e-06,true,4,3.695588279840e-11,5,3,1,/workspace/exp/20260413/iterative/pf_dumps/case5_pjm/cuda_mixed_edge/iter_000
case60_c,true,true,21,5.08154294762459477e-04,1.14588789592025009e-02,4.65899999999999995e-05,7.09899999999999962e-05,1.17579999999999996e-04,true,6,8.186456814788e-13,60,22,37,/workspace/exp/20260413/iterative/pf_dumps/case60_c/cuda_mixed_edge/iter_000
case6468_rte,false,false,1000,1.41064059064415392e+00,8.23122388230544061e+02,6.06873200000000029e-03,8.77740819000000005e-01,8.83809551000000027e-01,false,10,1.883240657100e+09,6468,290,6177,/workspace/exp/20260413/iterative/pf_dumps/case6468_rte/cuda_mixed_edge/iter_000
case6470_rte,false,false,1000,3.99319480068894883e+00,2.33006767479443988e+03,6.26809299999999976e-03,8.67451364000000003e-01,8.73719456999999977e-01,false,10,1.316357372426e+09,6470,452,6017,/workspace/exp/20260413/iterative/pf_dumps/case6470_rte/cuda_mixed_edge/iter_000
case6495_rte,false,false,1000,4.17800687624714673e+00,2.43790730312800588e+03,5.96706200000000041e-03,8.65450642999999964e-01,8.71417704999999931e-01,false,10,4.853444320003e+10,6495,492,6002,/workspace/exp/20260413/iterative/pf_dumps/case6495_rte/cuda_mixed_edge/iter_000
case6515_rte,false,false,1000,6.27990203053918616e+00,3.66438339539827894e+03,5.99354200000000014e-03,8.67824871000000053e-01,8.73818413000000072e-01,false,10,9.283106943686e+08,6515,492,6022,/workspace/exp/20260413/iterative/pf_dumps/case6515_rte/cuda_mixed_edge/iter_000
case7336_epigrids,true,true,126,6.07889803572106879e-04,1.60136413459428945e-02,6.35339200000000024e-03,1.29156554000000007e-01,1.35509946000000020e-01,true,6,1.571986985027e-11,7336,239,7096,/workspace/exp/20260413/iterative/pf_dumps/case7336_epigrids/cuda_mixed_edge/iter_000
case73_ieee_rts,true,true,12,4.00011721089308736e-04,1.81725333741229950e-03,4.78599999999999992e-05,4.81700000000000013e-05,9.60300000000000005e-05,true,6,1.077471445399e-13,73,32,40,/workspace/exp/20260413/iterative/pf_dumps/case73_ieee_rts/cuda_mixed_edge/iter_000
case78484_epigrids,true,true,705,5.35936993127287750e-04,1.82290930302234956e-02,1.04372283999999996e-01,8.22291679699999989e+00,8.32728908099999998e+00,false,10,1.108899578530e+14,78478,2038,76439,/workspace/exp/20260413/iterative/pf_dumps/case78484_epigrids/cuda_mixed_edge/iter_000
case793_goc,true,true,69,9.94757310882227273e-04,6.56416488010727085e-03,5.37880000000000020e-04,4.98868200000000036e-03,5.52656200000000049e-03,true,6,2.639533557003e-12,793,88,704,/workspace/exp/20260413/iterative/pf_dumps/case793_goc/cuda_mixed_edge/iter_000
case8387_pegase,true,true,93,5.81503697325914492e-04,1.30286939757206710e+00,9.40339299999999947e-03,1.07728365000000006e-01,1.17131758000000002e-01,true,7,2.014866495870e-09,8387,1864,6522,/workspace/exp/20260413/iterative/pf_dumps/case8387_pegase/cuda_mixed_edge/iter_000
case89_pegase,true,true,14,4.43330225159274552e-04,5.97318706949767630e-03,1.82880000000000011e-04,1.18079999999999994e-04,3.00960000000000019e-04,true,5,6.929104401365e-09,89,11,77,/workspace/exp/20260413/iterative/pf_dumps/case89_pegase/cuda_mixed_edge/iter_000
case9241_pegase,false,false,1000,3.21470676548128460e-03,9.18802187885208177e-02,1.09332040000000002e-02,1.33122832299999994e+00,1.34216152700000002e+00,true,8,5.490430332600e-10,9241,1444,7796,/workspace/exp/20260413/iterative/pf_dumps/case9241_pegase/cuda_mixed_edge/iter_000
case9591_goc,true,true,78,9.85454055846601840e-04,1.43777748251702753e-02,9.16089299999999981e-03,1.11661566000000004e-01,1.20822459000000007e-01,false,10,1.026429475934e+09,9591,167,9423,/workspace/exp/20260413/iterative/pf_dumps/case9591_goc/cuda_mixed_edge/iter_000
