analyze_sec,backend,buses,case_name,case_stem,compute,dump_case_name,elapsed_sec,final_mismatch,implementation,iterations,jacobian,max_abs_v_delta_from_v0,measurement_mode,pq,profile,pv,repeat_idx,solve_sec,source_profile,success
0.013925,cuda,993,MemphisCase2026_Mar7,,mixed,MemphisCase2026_Mar7,0.014946,3.627449820655e-12,cuda_edge,3,edge_based,6.383030321436e-05,end2end,805,cuda_edge,187,1,0.001021,cuda_mixed_edge,True
0.013967,cuda,993,MemphisCase2026_Mar7,,mixed,MemphisCase2026_Mar7,0.014984,2.534800202018e-12,cuda_edge,3,edge_based,6.38303032407e-05,end2end,805,cuda_edge,187,2,0.001017,cuda_mixed_edge,True
0.017821,cuda,993,MemphisCase2026_Mar7,,mixed,MemphisCase2026_Mar7,0.018806,5.187262923147e-12,cuda_edge,3,edge_based,6.383030323752e-05,end2end,805,cuda_edge,187,3,0.000985,cuda_mixed_edge,True
0.013885,cuda,993,MemphisCase2026_Mar7,,mixed,MemphisCase2026_Mar7,0.014876,4.814978214953e-12,cuda_edge,3,edge_based,6.383030322768e-05,end2end,805,cuda_edge,187,4,0.000991,cuda_mixed_edge,True
0.014219,cuda,993,MemphisCase2026_Mar7,,mixed,MemphisCase2026_Mar7,0.015218,2.76543853333e-12,cuda_edge,3,edge_based,6.383030321925e-05,end2end,805,cuda_edge,187,5,0.000998,cuda_mixed_edge,True
0.013748,cuda,993,MemphisCase2026_Mar7,,mixed,MemphisCase2026_Mar7,0.014742,2.818113378216e-12,cuda_edge,3,edge_based,6.383030323478e-05,end2end,805,cuda_edge,187,6,0.000994,cuda_mixed_edge,True
0.01384,cuda,993,MemphisCase2026_Mar7,,mixed,MemphisCase2026_Mar7,0.014835,4.503783325427e-12,cuda_edge,3,edge_based,6.383030318778e-05,end2end,805,cuda_edge,187,7,0.000995,cuda_mixed_edge,True
0.014164,cuda,993,MemphisCase2026_Mar7,,mixed,MemphisCase2026_Mar7,0.015153,7.256102654297e-12,cuda_edge,3,edge_based,6.383030327109e-05,end2end,805,cuda_edge,187,8,0.000989,cuda_mixed_edge,True
0.014014,cuda,993,MemphisCase2026_Mar7,,mixed,MemphisCase2026_Mar7,0.015025,3.161059321289e-12,cuda_edge,3,edge_based,6.383030325072e-05,end2end,805,cuda_edge,187,9,0.001011,cuda_mixed_edge,True
,python,,case_ACTIVSg2000,pglib_opf_case_ACTIVSg2000,fp64,,0.039108963683247566,1.0249396060157314e-09,pypower,3,pypower,,end2end,,pypower,,0,,pypower,True
,python,,case_ACTIVSg2000,pglib_opf_case_ACTIVSg2000,fp64,,0.039059294387698174,1.0249396060157314e-09,pypower,3,pypower,,end2end,,pypower,,1,,pypower,True
,python,,case_ACTIVSg2000,pglib_opf_case_ACTIVSg2000,fp64,,0.04126902110874653,1.0249396060157314e-09,pypower,3,pypower,,end2end,,pypower,,2,,pypower,True
,python,,case_ACTIVSg2000,pglib_opf_case_ACTIVSg2000,fp64,,0.03924674354493618,1.0249396060157314e-09,pypower,3,pypower,,end2end,,pypower,,3,,pypower,True
,python,,case_ACTIVSg2000,pglib_opf_case_ACTIVSg2000,fp64,,0.03919704258441925,1.0249396060157314e-09,pypower,3,pypower,,end2end,,pypower,,4,,pypower,True
