case_name,count_mean,metric,ms_mean,ms_stdev,profile,profile_elapsed_speedup_vs_cuda_edge,profile_solve_speedup_vs_cuda_edge,runs,sec_mean,sec_stdev,section,share_of_profile_elapsed,share_of_profile_solve,source_column,success_all
case_ACTIVSg500,3.0,voltage_update,0.0635,0.0005270462766947284,cuda_edge,1.0,1.0,10,6.35e-05,5.270462766947284e-07,nr,0.004399792135804608,0.05515983321751216,NR.iteration.voltage_update.total_sec,True
case_ACTIVSg500,1.0,download,0.0234,0.002836272984824354,cuda_edge,1.0,1.0,10,2.34e-05,2.8362729848243537e-06,nr,0.0016213407240602805,0.020326615705350937,NR.solve.download.total_sec,True
case_ACTIVSg500,3.0,rhs_prepare,0.0479,0.0018529256146249725,cuda_edge,1.0,1.0,10,4.79e-05,1.8529256146249725e-06,cudss,0.0033188983197644205,0.041608756080611535,CUDA.solve.rhsPrepare.total_sec,True
case_ACTIVSg500,1.0,factorization,0.25680000000000003,0.0062146779660914205,cuda_edge,1.0,1.0,10,0.0002568,6.21467796609142e-06,cudss,0.017793175125584617,0.22307157748436415,CUDA.solve.factorization32.total_sec,True
case_ACTIVSg500,2.0,refactorization,0.2429,0.0023309511649396053,cuda_edge,1.0,1.0,10,0.0002429,2.3309511649396053e-06,cudss,0.01683007102026676,0.21099722029186935,CUDA.solve.refactorization32.total_sec,True
case_ACTIVSg500,3.0,solve,0.25470000000000004,0.002359378449224849,cuda_edge,1.0,1.0,10,0.0002547,2.359378449224849e-06,cudss,0.01764767018880998,0.22124739402362753,CUDA.solve.solve32.total_sec,True
case_ACTIVSg500,,cuda_to_cpu_voltage,,,cuda_edge,1.0,1.0,10,,,ablation_bridge,,,ABLATION.cuda_to_cpu_voltage.total_sec,True
case_ACTIVSg500,,cpu_naive_jacobian,,,cuda_edge,1.0,1.0,10,,,ablation_bridge,,,ABLATION.cpu_naive_jacobian.total_sec,True
case_ACTIVSg500,,cpu_jacobian_to_cuda_csr,,,cuda_edge,1.0,1.0,10,,,ablation_bridge,,,ABLATION.cpu_jacobian_to_cuda_csr.total_sec,True
case_ACTIVSg500,,cuda_F_to_cpu,,,cuda_edge,1.0,1.0,10,,,ablation_bridge,,,ABLATION.cuda_F_to_cpu.total_sec,True
case_ACTIVSg500,,cuda_J_to_cpu_csc,,,cuda_edge,1.0,1.0,10,,,ablation_bridge,,,ABLATION.cuda_J_to_cpu_csc.total_sec,True
case_ACTIVSg500,,cpu_dx_to_cuda,,,cuda_edge,1.0,1.0,10,,,ablation_bridge,,,ABLATION.cpu_dx_to_cuda.total_sec,True
case_ACTIVSg500,,cpu_naive_jacobian_dS_dVm,,,cuda_edge,1.0,1.0,10,,,cpu_reference,,,CPU.naive.jacobian.dS_dVm.total_sec,True
case_ACTIVSg500,,cpu_naive_jacobian_dS_dVa,,,cuda_edge,1.0,1.0,10,,,cpu_reference,,,CPU.naive.jacobian.dS_dVa.total_sec,True
case_ACTIVSg500,,cpu_naive_jacobian_assemble,,,cuda_edge,1.0,1.0,10,,,cpu_reference,,,CPU.naive.jacobian.assemble.total_sec,True
case_ACTIVSg500,,cpu_superlu,,,cuda_edge,1.0,1.0,10,,,cpu_reference,,,CPU.naive.solve.superlu.total_sec,True
case_ACTIVSg500,,elapsed,4.68,0.01600694293805711,cuda_wo_cudss,3.0838675213675213,0.27055229142185666,10,0.00468,1.600694293805711e-05,top_level,1.0,1.099882491186839,elapsed_sec,True
case_ACTIVSg500,,analyze,0.42450000000000004,0.004089281382128437,cuda_wo_cudss,3.0838675213675213,0.27055229142185666,10,0.0004245,4.089281382128437e-06,top_level,0.0907051282051282,0.09976498237367802,analyze_sec,True
case_ACTIVSg500,,solve,4.255,0.01432170070596046,cuda_wo_cudss,3.0838675213675213,0.27055229142185666,10,0.004255,1.4321700705960459e-05,top_level,0.9091880341880342,1.0,solve_sec,True
